municipio,partido,votos,porcentaje
GENERAL PUEYRREDON,ES CON VOS ES CON NOSOTROS,793.0,0.29
GENERAL PUEYRREDON,UNION LIBERAL,258.0,0.09
GENERAL RODRIGUEZ,FUERZA PATRIA,24745.0,46.9
GENERAL RODRIGUEZ,LA LIBERTAD AVANZA,20603.0,39.05
GENERAL RODRIGUEZ,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1564.0,2.96
GENERAL RODRIGUEZ,ES CON VOS ES CON NOSOTROS,1051.0,1.99
GENERAL RODRIGUEZ,SOMOS BUENOS AIRES,825.0,1.56
GENERAL RODRIGUEZ,UNION Y LIBERTAD,721.0,1.36
GENERAL RODRIGUEZ,UNION LIBERAL,632.0,1.19
GENERAL RODRIGUEZ,PARTIDO LIBERTARIO,565.0,1.07
GENERAL RODRIGUEZ,FRENTE PATRIOTA FEDERAL,533.0,1.01
GENERAL RODRIGUEZ,POTENCIA,479.0,0.9
GENERAL RODRIGUEZ,POLITICA OBRERA,243.0,0.46
GENERAL RODRIGUEZ,CONSTRUYENDO PORVENIR,211.0,0.39
GENERAL RODRIGUEZ,PARTIDO TIEMPO DE TODOS,204.0,0.38
GENERAL RODRIGUEZ,VALORES REPUBLICANOS,202.0,0.38
GENERAL RODRIGUEZ,MOVIMIENTO AVANZADA SOCIALISTA,173.0,0.32
GENERAL SAN MARTIN,FUERZA PATRIA,117503.0,53.12
GENERAL SAN MARTIN,LA LIBERTAD AVANZA,81586.0,36.88
GENERAL SAN MARTIN,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,7739.0,3.49
GENERAL SAN MARTIN,SOMOS BUENOS AIRES,4075.0,1.84
GENERAL SAN MARTIN,UNION Y LIBERTAD,2659.0,1.2
GENERAL SAN MARTIN,POTENCIA,1742.0,0.78
GENERAL SAN MARTIN,UNION LIBERAL,1185.0,0.53
GENERAL SAN MARTIN,POLITICA OBRERA,946.0,0.42
GENERAL SAN MARTIN,MOVIMIENTO AVANZADA SOCIALISTA,816.0,0.36
GENERAL SAN MARTIN,ES CON VOS ES CON NOSOTROS,798.0,0.36
GENERAL SAN MARTIN,CONSTRUYENDO PORVENIR,624.0,0.28
GENERAL SAN MARTIN,VALORES REPUBLICANOS,573.0,0.25
GENERAL SAN MARTIN,PARTIDO TIEMPO DE TODOS,468.0,0.21
GENERAL SAN MARTIN,FRENTE PATRIOTA FEDERAL,437.0,0.19
GENERAL SAN MARTIN,PARTIDO LIBERTARIO,15.0,0.01
GENERAL VIAMONTE,FUERZA PATRIA,4658.0,45.36
GENERAL VIAMONTE,SOMOS BUENOS AIRES,3164.0,30.81
GENERAL VIAMONTE,LA LIBERTAD AVANZA,2141.0,20.85
GENERAL VIAMONTE,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,58.0,0.56
GENERAL VIAMONTE,PARTIDO LIBERTARIO,56.0,0.54
GENERAL VIAMONTE,UNION Y LIBERTAD,33.0,0.32
GENERAL VIAMONTE,NUEVOS AIRES,26.0,0.25
GENERAL VIAMONTE,UNION LIBERAL,26.0,0.25
GENERAL VIAMONTE,POTENCIA,21.0,0.2
GENERAL VIAMONTE,FRENTE PATRIOTA FEDERAL,19.0,0.18
GENERAL VIAMONTE,ES CON VOS ES CON NOSOTROS,16.0,0.15
GENERAL VIAMONTE,VALORES REPUBLICANOS,16.0,0.15
GENERAL VIAMONTE,MOVIMIENTO AVANZADA SOCIALISTA,12.0,0.11
GENERAL VIAMONTE,POLITICA OBRERA,9.0,0.08
GENERAL VIAMONTE,CONSTRUYENDO PORVENIR,7.0,0.06
GENERAL VIAMONTE,PARTIDO TIEMPO DE TODOS,5.0,0.04
GENERAL VILLEGAS,LA LIBERTAD AVANZA,5437.0,38.18
GENERAL VILLEGAS,SOMOS BUENOS AIRES,4207.0,29.54
GENERAL VILLEGAS,FUERZA PATRIA,3186.0,22.37
GENERAL VILLEGAS,ES CON VOS ES CON NOSOTROS,736.0,5.16
GENERAL VILLEGAS,POTENCIA,117.0,0.82
GENERAL VILLEGAS,UNION Y LIBERTAD,113.0,0.79
GENERAL VILLEGAS,NUEVOS AIRES,78.0,0.54
GENERAL VILLEGAS,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,77.0,0.54
GENERAL VILLEGAS,VALORES REPUBLICANOS,76.0,0.53
GENERAL VILLEGAS,UNION LIBERAL,67.0,0.47
GENERAL VILLEGAS,CONSTRUYENDO PORVENIR,33.0,0.23
GENERAL VILLEGAS,MOVIMIENTO AVANZADA SOCIALISTA,32.0,0.22
GENERAL VILLEGAS,POLITICA OBRERA,32.0,0.22
GENERAL VILLEGAS,FRENTE PATRIOTA FEDERAL,23.0,0.16
GENERAL VILLEGAS,PARTIDO TIEMPO DE TODOS,23.0,0.16
GENERAL VILLEGAS,PARTIDO LIBERTARIO,2.0,0.01
HIPOLITO YRIGOYEN,FUERZA PATRIA,1944.0,43.1
HIPOLITO YRIGOYEN,LA LIBERTAD AVANZA,1913.0,42.41
HIPOLITO YRIGOYEN,SOMOS BUENOS AIRES,457.0,10.13
HIPOLITO YRIGOYEN,NUEVOS AIRES,36.0,0.79
HIPOLITO YRIGOYEN,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,35.0,0.77
HIPOLITO YRIGOYEN,UNION Y LIBERTAD,34.0,0.75
HIPOLITO YRIGOYEN,POTENCIA,22.0,0.48
HIPOLITO YRIGOYEN,VALORES REPUBLICANOS,14.0,0.31
HIPOLITO YRIGOYEN,ES CON VOS ES CON NOSOTROS,12.0,0.26
HIPOLITO YRIGOYEN,MOVIMIENTO AVANZADA SOCIALISTA,11.0,0.24
HIPOLITO YRIGOYEN,POLITICA OBRERA,10.0,0.22
HIPOLITO YRIGOYEN,CONSTRUYENDO PORVENIR,8.0,0.17
HIPOLITO YRIGOYEN,FRENTE PATRIOTA FEDERAL,6.0,0.13
HIPOLITO YRIGOYEN,PARTIDO TIEMPO DE TODOS,6.0,0.13
HIPOLITO YRIGOYEN,PARTIDO LIBERTARIO,1.0,0.02
HIPOLITO YRIGOYEN,UNION LIBERAL,1.0,0.02
HURLINGHAM,FUERZA PATRIA,44960.0,45.84
HURLINGHAM,LA LIBERTAD AVANZA,31990.0,32.62
HURLINGHAM,SOMOS BUENOS AIRES,11508.0,11.73
HURLINGHAM,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,4070.0,4.15
HURLINGHAM,UNION Y LIBERTAD,1048.0,1.06
HURLINGHAM,POTENCIA,929.0,0.94
HURLINGHAM,UNION LIBERAL,722.0,0.73
HURLINGHAM,POLITICA OBRERA,719.0,0.73
HURLINGHAM,ES CON VOS ES CON NOSOTROS,541.0,0.55
HURLINGHAM,MOVIMIENTO AVANZADA SOCIALISTA,463.0,0.47
HURLINGHAM,VALORES REPUBLICANOS,341.0,0.34
HURLINGHAM,CONSTRUYENDO PORVENIR,305.0,0.31
HURLINGHAM,PARTIDO TIEMPO DE TODOS,258.0,0.26
HURLINGHAM,FRENTE PATRIOTA FEDERAL,203.0,0.2
HURLINGHAM,PARTIDO LIBERTARIO,10.0,0.01
ITUZAINGO,FUERZA PATRIA,44287.0,47.66
ITUZAINGO,LA LIBERTAD AVANZA,35997.0,38.74
ITUZAINGO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,5202.0,5.59
ITUZAINGO,SOMOS BUENOS AIRES,2116.0,2.27
ITUZAINGO,UNION Y LIBERTAD,1084.0,1.16
ITUZAINGO,POTENCIA,1009.0,1.08
ITUZAINGO,UNION LIBERAL,697.0,0.75
ITUZAINGO,POLITICA OBRERA,569.0,0.61
ITUZAINGO,ES CON VOS ES CON NOSOTROS,460.0,0.49
ITUZAINGO,VALORES REPUBLICANOS,368.0,0.39
ITUZAINGO,MOVIMIENTO AVANZADA SOCIALISTA,329.0,0.35
ITUZAINGO,CONSTRUYENDO PORVENIR,269.0,0.28
ITUZAINGO,PARTIDO TIEMPO DE TODOS,259.0,0.27
ITUZAINGO,FRENTE PATRIOTA FEDERAL,250.0,0.26
ITUZAINGO,PARTIDO LIBERTARIO,10.0,0.01
JOSE C. PAZ,FUERZA PATRIA,72489.0,52.85
JOSE C. PAZ,LA LIBERTAD AVANZA,38240.0,27.88
JOSE C. PAZ,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,7750.0,5.65
JOSE C. PAZ,SOMOS BUENOS AIRES,3777.0,2.75
JOSE C. PAZ,UNION Y LIBERTAD,2293.0,1.67
JOSE C. PAZ,PARTIDO LIBERTARIO,2250.0,1.64
JOSE C. PAZ,UNION LIBERAL,2025.0,1.47
JOSE C. PAZ,POLITICA OBRERA,1529.0,1.11
JOSE C. PAZ,FRENTE PATRIOTA FEDERAL,1475.0,1.07
JOSE C. PAZ,POTENCIA,1293.0,0.94
JOSE C. PAZ,VALORES REPUBLICANOS,961.0,0.7
JOSE C. PAZ,MOVIMIENTO AVANZADA SOCIALISTA,856.0,0.62
JOSE C. PAZ,ES CON VOS ES CON NOSOTROS,783.0,0.57
JOSE C. PAZ,CONSTRUYENDO PORVENIR,770.0,0.56
JOSE C. PAZ,PARTIDO TIEMPO DE TODOS,645.0,0.47
JUNIN,FUERZA PATRIA,18356.0,35.25
JUNIN,SOMOS BUENOS AIRES,15567.0,29.89
JUNIN,LA LIBERTAD AVANZA,12555.0,24.11
JUNIN,POTENCIA,1629.0,3.12
JUNIN,PARTIDO LIBERTARIO,942.0,1.8
JUNIN,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,843.0,1.61
JUNIN,UNION Y LIBERTAD,524.0,1.0
JUNIN,UNION LIBERAL,451.0,0.86
JUNIN,FRENTE PATRIOTA FEDERAL,217.0,0.41
JUNIN,NUEVOS AIRES,217.0,0.41
JUNIN,ES CON VOS ES CON NOSOTROS,179.0,0.34
JUNIN,VALORES REPUBLICANOS,149.0,0.28
JUNIN,POLITICA OBRERA,142.0,0.27
JUNIN,CONSTRUYENDO PORVENIR,118.0,0.22
JUNIN,MOVIMIENTO AVANZADA SOCIALISTA,116.0,0.22
JUNIN,PARTIDO TIEMPO DE TODOS,65.0,0.12
LA COSTA,FUERZA PATRIA,18167.0,41.26
LA COSTA,LA LIBERTAD AVANZA,13568.0,30.81
LA COSTA,SOMOS BUENOS AIRES,8156.0,18.52
LA COSTA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1468.0,3.33
LA COSTA,UNION Y LIBERTAD,1049.0,2.38
LA COSTA,CONSTRUYENDO PORVENIR,432.0,0.98
LA COSTA,POTENCIA,354.0,0.8
LA COSTA,POLITICA OBRERA,214.0,0.48
LA COSTA,FRENTE PATRIOTA FEDERAL,200.0,0.45
LA COSTA,MOVIMIENTO AVANZADA SOCIALISTA,174.0,0.39
LA COSTA,VALORES REPUBLICANOS,164.0,0.37
LA COSTA,PARTIDO TIEMPO DE TODOS,77.0,0.17
LA COSTA,PARTIDO LIBERTARIO,5.0,0.01
LA COSTA,ES CON VOS ES CON NOSOTROS,1.0,0.01
LA COSTA,UNION LIBERAL,1.0,0.01
LAS FLORES,LA LIBERTAD AVANZA,5603.0,46.48
LAS FLORES,FUERZA PATRIA,5445.0,45.17
LAS FLORES,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,322.0,2.67
LAS FLORES,SOMOS BUENOS AIRES,185.0,1.53
LAS FLORES,UNION Y LIBERTAD,125.0,1.03
LAS FLORES,POTENCIA,90.0,0.74
LAS FLORES,POLITICA OBRERA,85.0,0.7
LAS FLORES,MOVIMIENTO AVANZADA SOCIALISTA,55.0,0.45
LAS FLORES,VALORES REPUBLICANOS,51.0,0.42
LAS FLORES,CONSTRUYENDO PORVENIR,40.0,0.33
LAS FLORES,FRENTE PATRIOTA FEDERAL,26.0,0.21
LAS FLORES,PARTIDO TIEMPO DE TODOS,23.0,0.19
LAS FLORES,UNION LIBERAL,3.0,0.02
LAS FLORES,ES CON VOS ES CON NOSOTROS,0.0,0.0
LAS FLORES,PARTIDO LIBERTARIO,0.0,0.0
LEANDRO N. ALEM,FUERZA PATRIA,4619.0,49.23
LEANDRO N. ALEM,LA LIBERTAD AVANZA,2848.0,30.35
LEANDRO N. ALEM,SOMOS BUENOS AIRES,1430.0,15.24
LEANDRO N. ALEM,PARTIDO LIBERTARIO,171.0,1.82
LEANDRO N. ALEM,UNION Y LIBERTAD,67.0,0.71
LEANDRO N. ALEM,NUEVOS AIRES,43.0,0.45
LEANDRO N. ALEM,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,41.0,0.43
LEANDRO N. ALEM,POTENCIA,38.0,0.4
LEANDRO N. ALEM,CONSTRUYENDO PORVENIR,28.0,0.29
LEANDRO N. ALEM,ES CON VOS ES CON NOSOTROS,27.0,0.28
LEANDRO N. ALEM,POLITICA OBRERA,23.0,0.24
LEANDRO N. ALEM,MOVIMIENTO AVANZADA SOCIALISTA,17.0,0.18
LEANDRO N. ALEM,PARTIDO TIEMPO DE TODOS,15.0,0.15
LEANDRO N. ALEM,FRENTE PATRIOTA FEDERAL,9.0,0.09
LEANDRO N. ALEM,VALORES REPUBLICANOS,4.0,0.04
LEANDRO N. ALEM,UNION LIBERAL,1.0,0.01
LEZAMA,FUERZA PATRIA,1382.0,41.48
LEZAMA,SOMOS BUENOS AIRES,948.0,28.45
LEZAMA,LA LIBERTAD AVANZA,905.0,27.16
LEZAMA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,39.0,1.17
LEZAMA,UNION Y LIBERTAD,22.0,0.66
LEZAMA,POTENCIA,12.0,0.36
LEZAMA,MOVIMIENTO AVANZADA SOCIALISTA,7.0,0.21
LEZAMA,VALORES REPUBLICANOS,6.0,0.18
LEZAMA,CONSTRUYENDO PORVENIR,3.0,0.09
LEZAMA,FRENTE PATRIOTA FEDERAL,3.0,0.09
LEZAMA,POLITICA OBRERA,3.0,0.09
LEZAMA,PARTIDO TIEMPO DE TODOS,1.0,0.03
LEZAMA,ES CON VOS ES CON NOSOTROS,0.0,0.0
LEZAMA,PARTIDO LIBERTARIO,0.0,0.0
LEZAMA,UNION LIBERAL,0.0,0.0
LINCOLN,LA LIBERTAD AVANZA,7176.0,37.3
LINCOLN,FUERZA PATRIA,6510.0,33.84
LINCOLN,SOMOS BUENOS AIRES,4428.0,23.01
LINCOLN,UNION LIBERAL,182.0,0.94
LINCOLN,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,162.0,0.84
LINCOLN,UNION Y LIBERTAD,157.0,0.81
LINCOLN,NUEVOS AIRES,153.0,0.79
LINCOLN,POTENCIA,140.0,0.72
LINCOLN,VALORES REPUBLICANOS,87.0,0.45
LINCOLN,ES CON VOS ES CON NOSOTROS,54.0,0.28
LINCOLN,POLITICA OBRERA,49.0,0.25
LINCOLN,MOVIMIENTO AVANZADA SOCIALISTA,40.0,0.2
LINCOLN,CONSTRUYENDO PORVENIR,36.0,0.18
LINCOLN,FRENTE PATRIOTA FEDERAL,30.0,0.15
LINCOLN,PARTIDO TIEMPO DE TODOS,30.0,0.15
LINCOLN,PARTIDO LIBERTARIO,2.0,0.01
LOBERIA,FUERZA PATRIA,3322.0,38.83
LOBERIA,SOMOS BUENOS AIRES,2652.0,30.99
LOBERIA,LA LIBERTAD AVANZA,2300.0,26.88
LOBERIA,UNION Y LIBERTAD,68.0,0.79
LOBERIA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,62.0,0.72
LOBERIA,POLITICA OBRERA,33.0,0.38
LOBERIA,POTENCIA,32.0,0.37
LOBERIA,MOVIMIENTO AVANZADA SOCIALISTA,27.0,0.31
LOBERIA,FRENTE PATRIOTA FEDERAL,17.0,0.19
LOBERIA,VALORES REPUBLICANOS,17.0,0.19
LOBERIA,PARTIDO TIEMPO DE TODOS,13.0,0.15
LOBERIA,CONSTRUYENDO PORVENIR,12.0,0.14
LOBERIA,ES CON VOS ES CON NOSOTROS,0.0,0.0
LOBERIA,PARTIDO LIBERTARIO,0.0,0.0
LOBERIA,UNION LIBERAL,0.0,0.0
LUJAN,FUERZA PATRIA,29354.0,51.62
LUJAN,LA LIBERTAD AVANZA,20977.0,36.89
LUJAN,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1428.0,2.51
LUJAN,SOMOS BUENOS AIRES,1165.0,2.04
LUJAN,UNION LIBERAL,1028.0,1.8
LUJAN,CONSTRUYENDO PORVENIR,720.0,1.26
LUJAN,UNION Y LIBERTAD,515.0,0.9
LUJAN,ES CON VOS ES CON NOSOTROS,449.0,0.78
LUJAN,POTENCIA,413.0,0.72
LUJAN,POLITICA OBRERA,222.0,0.39
LUJAN,PARTIDO TIEMPO DE TODOS,188.0,0.33
LUJAN,VALORES REPUBLICANOS,174.0,0.3
LUJAN,MOVIMIENTO AVANZADA SOCIALISTA,137.0,0.24
LUJAN,FRENTE PATRIOTA FEDERAL,83.0,0.14
LUJAN,PARTIDO LIBERTARIO,2.0,0.01
MAIPU,FUERZA PATRIA,2703.0,40.62
MAIPU,LA LIBERTAD AVANZA,1926.0,28.94
MAIPU,SOMOS BUENOS AIRES,1884.0,28.31
MAIPU,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,34.0,0.51
MAIPU,UNION Y LIBERTAD,22.0,0.33
MAIPU,POTENCIA,21.0,0.31
MAIPU,POLITICA OBRERA,15.0,0.22
MAIPU,VALORES REPUBLICANOS,15.0,0.22
MAIPU,MOVIMIENTO AVANZADA SOCIALISTA,13.0,0.19
MAIPU,CONSTRUYENDO PORVENIR,7.0,0.1
MAIPU,FRENTE PATRIOTA FEDERAL,7.0,0.1
MAIPU,PARTIDO TIEMPO DE TODOS,6.0,0.09
MAIPU,ES CON VOS ES CON NOSOTROS,0.0,0.0
MAIPU,PARTIDO LIBERTARIO,0.0,0.0
MAIPU,UNION LIBERAL,0.0,0.0
MALVINAS ARGENTINAS,FUERZA PATRIA,113863.0,65.51
MALVINAS ARGENTINAS,LA LIBERTAD AVANZA,43146.0,24.82
MALVINAS ARGENTINAS,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,4928.0,2.83
MALVINAS ARGENTINAS,SOMOS BUENOS AIRES,3953.0,2.27
MALVINAS ARGENTINAS,POTENCIA,1626.0,0.93
MALVINAS ARGENTINAS,UNION Y LIBERTAD,1553.0,0.89
MALVINAS ARGENTINAS,PARTIDO LIBERTARIO,830.0,0.47
MALVINAS ARGENTINAS,CONSTRUYENDO PORVENIR,657.0,0.37
MALVINAS ARGENTINAS,POLITICA OBRERA,637.0,0.36
MALVINAS ARGENTINAS,UNION LIBERAL,535.0,0.3
MALVINAS ARGENTINAS,MOVIMIENTO AVANZADA SOCIALISTA,510.0,0.29
MALVINAS ARGENTINAS,VALORES REPUBLICANOS,455.0,0.26
MALVINAS ARGENTINAS,ES CON VOS ES CON NOSOTROS,451.0,0.25
MALVINAS ARGENTINAS,FRENTE PATRIOTA FEDERAL,375.0,0.21
MALVINAS ARGENTINAS,PARTIDO TIEMPO DE TODOS,280.0,0.16
MAR CHIQUITA,FUERZA PATRIA,9517.0,49.91
MAR CHIQUITA,LA LIBERTAD AVANZA,6590.0,34.56
MAR CHIQUITA,SOMOS BUENOS AIRES,1331.0,6.98
MAR CHIQUITA,UNION LIBERAL,436.0,2.28
MAR CHIQUITA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,350.0,1.83
MAR CHIQUITA,MOVIMIENTO AVANZADA SOCIALISTA,266.0,1.39
MAR CHIQUITA,PARTIDO LIBERTARIO,121.0,0.63
MAR CHIQUITA,POLITICA OBRERA,120.0,0.62
MAR CHIQUITA,UNION Y LIBERTAD,113.0,0.59
MAR CHIQUITA,POTENCIA,93.0,0.48
MAR CHIQUITA,VALORES REPUBLICANOS,40.0,0.2
MAR CHIQUITA,FRENTE PATRIOTA FEDERAL,37.0,0.19
MAR CHIQUITA,CONSTRUYENDO PORVENIR,33.0,0.17
MAR CHIQUITA,PARTIDO TIEMPO DE TODOS,18.0,0.09
MAR CHIQUITA,ES CON VOS ES CON NOSOTROS,0.0,0.0
MARCOS PAZ,FUERZA PATRIA,15903.0,52.03
MARCOS PAZ,LA LIBERTAD AVANZA,8728.0,28.55
MARCOS PAZ,VALORES REPUBLICANOS,2169.0,7.09
MARCOS PAZ,UNION Y LIBERTAD,1045.0,3.41
MARCOS PAZ,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,930.0,3.04
MARCOS PAZ,SOMOS BUENOS AIRES,545.0,1.78
MARCOS PAZ,UNION LIBERAL,329.0,1.07
MARCOS PAZ,POTENCIA,198.0,0.64
MARCOS PAZ,FRENTE PATRIOTA FEDERAL,160.0,0.52
MARCOS PAZ,POLITICA OBRERA,148.0,0.48
MARCOS PAZ,ES CON VOS ES CON NOSOTROS,122.0,0.39
MARCOS PAZ,MOVIMIENTO AVANZADA SOCIALISTA,105.0,0.34
MARCOS PAZ,CONSTRUYENDO PORVENIR,99.0,0.32
MARCOS PAZ,PARTIDO TIEMPO DE TODOS,81.0,0.26
MARCOS PAZ,PARTIDO LIBERTARIO,2.0,0.01
MERCEDES,FUERZA PATRIA,14450.0,42.58
MERCEDES,LA LIBERTAD AVANZA,14250.0,41.99
MERCEDES,SOMOS BUENOS AIRES,1112.0,3.27
MERCEDES,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1040.0,3.06
MERCEDES,POTENCIA,803.0,2.36
MERCEDES,UNION Y LIBERTAD,736.0,2.16
MERCEDES,UNION LIBERAL,487.0,1.43
MERCEDES,POLITICA OBRERA,321.0,0.94
MERCEDES,ES CON VOS ES CON NOSOTROS,261.0,0.76
MERCEDES,PARTIDO TIEMPO DE TODOS,129.0,0.38
MERCEDES,VALORES REPUBLICANOS,96.0,0.28
MERCEDES,CONSTRUYENDO PORVENIR,90.0,0.26
MERCEDES,MOVIMIENTO AVANZADA SOCIALISTA,89.0,0.26
MERCEDES,FRENTE PATRIOTA FEDERAL,65.0,0.19
MERCEDES,PARTIDO LIBERTARIO,1.0,0.01
MERLO,FUERZA PATRIA,116849.0,49.47
MERLO,LA LIBERTAD AVANZA,74283.0,31.45
MERLO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,15632.0,6.61
MERLO,SOMOS BUENOS AIRES,8511.0,3.6
MERLO,UNION Y LIBERTAD,3380.0,1.43
MERLO,FRENTE PATRIOTA FEDERAL,3125.0,1.32
MERLO,UNION LIBERAL,2900.0,1.22
MERLO,POLITICA OBRERA,2484.0,1.05
MERLO,POTENCIA,2390.0,1.01
MERLO,PARTIDO TIEMPO DE TODOS,1449.0,0.61
MERLO,VALORES REPUBLICANOS,1436.0,0.6
MERLO,MOVIMIENTO AVANZADA SOCIALISTA,1339.0,0.56
MERLO,ES CON VOS ES CON NOSOTROS,1253.0,0.53
MERLO,CONSTRUYENDO PORVENIR,1123.0,0.47
MERLO,PARTIDO LIBERTARIO,33.0,0.01
MONTE,FUERZA PATRIA,4830.0,40.35
MONTE,LA LIBERTAD AVANZA,3671.0,30.66
MONTE,SOMOS BUENOS AIRES,2730.0,22.8
MONTE,UNION LIBERAL,212.0,1.77
MONTE,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,148.0,1.23
MONTE,UNION Y LIBERTAD,102.0,0.85
MONTE,POTENCIA,64.0,0.53
MONTE,MOVIMIENTO AVANZADA SOCIALISTA,61.0,0.5
MONTE,POLITICA OBRERA,54.0,0.45
MONTE,VALORES REPUBLICANOS,32.0,0.26
MONTE,FRENTE PATRIOTA FEDERAL,25.0,0.2
MONTE,CONSTRUYENDO PORVENIR,20.0,0.16
MONTE,PARTIDO TIEMPO DE TODOS,20.0,0.16
MONTE,PARTIDO LIBERTARIO,1.0,0.01
MONTE,ES CON VOS ES CON NOSOTROS,0.0,0.0
MORENO,FUERZA PATRIA,123791.0,54.63
MORENO,LA LIBERTAD AVANZA,68485.0,30.22
MORENO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,10033.0,4.42
MORENO,PARTIDO LIBERTARIO,4067.0,1.79
MORENO,SOMOS BUENOS AIRES,3528.0,1.55
MORENO,UNION Y LIBERTAD,2825.0,1.24
MORENO,UNION LIBERAL,2537.0,1.11
MORENO,POTENCIA,2536.0,1.11
MORENO,POLITICA OBRERA,1903.0,0.83
MORENO,ES CON VOS ES CON NOSOTROS,1656.0,0.73
MORENO,FRENTE PATRIOTA FEDERAL,1259.0,0.55
MORENO,VALORES REPUBLICANOS,1109.0,0.48
MORENO,MOVIMIENTO AVANZADA SOCIALISTA,1004.0,0.44
MORENO,CONSTRUYENDO PORVENIR,939.0,0.41
MORENO,PARTIDO TIEMPO DE TODOS,907.0,0.4
MORON,FUERZA PATRIA,78065.0,43.67
MORON,LA LIBERTAD AVANZA,71808.0,40.17
MORON,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,10330.0,5.77
MORON,SOMOS BUENOS AIRES,5990.0,3.35
MORON,POTENCIA,2209.0,1.23
MORON,UNION Y LIBERTAD,1972.0,1.1
MORON,UNION LIBERAL,1421.0,0.79
MORON,POLITICA OBRERA,1278.0,0.71
MORON,PARTIDO LIBERTARIO,1173.0,0.65
MORON,ES CON VOS ES CON NOSOTROS,980.0,0.54
MORON,MOVIMIENTO AVANZADA SOCIALISTA,924.0,0.51
MORON,VALORES REPUBLICANOS,821.0,0.45
MORON,PARTIDO TIEMPO DE TODOS,792.0,0.44
MORON,CONSTRUYENDO PORVENIR,547.0,0.3
MORON,FRENTE PATRIOTA FEDERAL,436.0,0.24
NAVARRO,FUERZA PATRIA,2988.0,36.48
NAVARRO,LA LIBERTAD AVANZA,2930.0,35.77
NAVARRO,SOMOS BUENOS AIRES,1546.0,18.87
NAVARRO,CONSTRUYENDO PORVENIR,266.0,3.24
NAVARRO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,89.0,1.08
NAVARRO,UNION Y LIBERTAD,79.0,0.96
NAVARRO,POTENCIA,77.0,0.94
NAVARRO,UNION LIBERAL,62.0,0.75
NAVARRO,PARTIDO TIEMPO DE TODOS,34.0,0.41
NAVARRO,POLITICA OBRERA,33.0,0.4
NAVARRO,ES CON VOS ES CON NOSOTROS,32.0,0.39
NAVARRO,VALORES REPUBLICANOS,23.0,0.28
NAVARRO,MOVIMIENTO AVANZADA SOCIALISTA,18.0,0.21
NAVARRO,FRENTE PATRIOTA FEDERAL,12.0,0.14
NAVARRO,PARTIDO LIBERTARIO,0.0,0.0
NECOCHEA,LA LIBERTAD AVANZA,18744.0,47.26
NECOCHEA,FUERZA PATRIA,12593.0,31.75
NECOCHEA,SOMOS BUENOS AIRES,2550.0,6.42
NECOCHEA,POTENCIA,1394.0,3.51
NECOCHEA,UNION Y LIBERTAD,1355.0,3.41
NECOCHEA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1344.0,3.38
NECOCHEA,VALORES REPUBLICANOS,458.0,1.15
NECOCHEA,POLITICA OBRERA,365.0,0.92
NECOCHEA,FRENTE PATRIOTA FEDERAL,309.0,0.77
NECOCHEA,MOVIMIENTO AVANZADA SOCIALISTA,262.0,0.66
NECOCHEA,CONSTRUYENDO PORVENIR,186.0,0.46
NECOCHEA,PARTIDO TIEMPO DE TODOS,93.0,0.23
NECOCHEA,UNION LIBERAL,4.0,0.01
NECOCHEA,ES CON VOS ES CON NOSOTROS,2.0,0.01
NECOCHEA,PARTIDO LIBERTARIO,1.0,0.01
NUEVE DE JULIO,LA LIBERTAD AVANZA,8204.0,33.93
NUEVE DE JULIO,FUERZA PATRIA,6554.0,27.11
NUEVE DE JULIO,NUEVOS AIRES,3902.0,16.14
NUEVE DE JULIO,SOMOS BUENOS AIRES,2524.0,10.44
NUEVE DE JULIO,VALORES REPUBLICANOS,1650.0,6.82
NUEVE DE JULIO,UNION Y LIBERTAD,348.0,1.43
