municipio,partido,votos,porcentaje
GENERAL LAMADRID,CONSTRUYENDO PORVENIR,13.0,0.23
GENERAL LAMADRID,POLITICA OBRERA,9.0,0.16
GENERAL LAMADRID,FRENTE PATRIOTA FEDERAL,7.0,0.12
GENERAL LAMADRID,ES CON VOS ES CON NOSOTROS,1.0,0.01
GENERAL LAMADRID,PARTIDO LIBERTARIO,0.0,0.0
GENERAL LAMADRID,UNION LIBERAL,0.0,0.0
GUAMINI,FUERZA PATRIA,2647.0,44.32
GUAMINI,LA LIBERTAD AVANZA,1857.0,31.09
GUAMINI,SOMOS BUENOS AIRES,890.0,14.9
GUAMINI,POTENCIA,417.0,6.98
GUAMINI,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,49.0,0.82
GUAMINI,UNION Y LIBERTAD,42.0,0.7
GUAMINI,VALORES REPUBLICANOS,16.0,0.26
GUAMINI,CONSTRUYENDO PORVENIR,15.0,0.25
GUAMINI,MOVIMIENTO AVANZADA SOCIALISTA,13.0,0.21
GUAMINI,PARTIDO TIEMPO DE TODOS,9.0,0.15
GUAMINI,FRENTE PATRIOTA FEDERAL,8.0,0.13
GUAMINI,POLITICA OBRERA,6.0,0.1
GUAMINI,UNION LIBERAL,3.0,0.05
GUAMINI,ES CON VOS ES CON NOSOTROS,0.0,0.0
GUAMINI,PARTIDO LIBERTARIO,0.0,0.0
LA MATANZA,FUERZA PATRIA,360913.0,53.36
LA MATANZA,LA LIBERTAD AVANZA,193590.0,28.62
LA MATANZA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,50679.0,7.49
LA MATANZA,NUEVOS AIRES,22157.0,3.27
LA MATANZA,SOMOS BUENOS AIRES,9883.0,1.46
LA MATANZA,UNION Y LIBERTAD,7766.0,1.14
LA MATANZA,POTENCIA,6226.0,0.92
LA MATANZA,POLITICA OBRERA,5242.0,0.77
LA MATANZA,UNION LIBERAL,3994.0,0.59
LA MATANZA,MOVIMIENTO AVANZADA SOCIALISTA,3871.0,0.57
LA MATANZA,FRENTE PATRIOTA FEDERAL,3037.0,0.44
LA MATANZA,PARTIDO LIBERTARIO,2575.0,0.38
LA MATANZA,CONSTRUYENDO PORVENIR,2110.0,0.31
LA MATANZA,VALORES REPUBLICANOS,1836.0,0.27
LA MATANZA,PARTIDO TIEMPO DE TODOS,1769.0,0.26
LA MATANZA,ES CON VOS ES CON NOSOTROS,682.0,0.1
LA PLATA,FUERZA PATRIA,172684.0,44.09
LA PLATA,LA LIBERTAD AVANZA,142922.0,36.49
LA PLATA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,21690.0,5.53
LA PLATA,SOMOS BUENOS AIRES,20586.0,5.25
LA PLATA,PARTIDO LIBERTARIO,10018.0,2.55
LA PLATA,UNION Y LIBERTAD,5740.0,1.46
LA PLATA,NUEVOS AIRES,3692.0,0.94
LA PLATA,POTENCIA,3254.0,0.83
LA PLATA,UNION LIBERAL,2546.0,0.65
LA PLATA,VALORES REPUBLICANOS,1844.0,0.47
LA PLATA,MOVIMIENTO AVANZADA SOCIALISTA,1479.0,0.37
LA PLATA,FRENTE PATRIOTA FEDERAL,1260.0,0.32
LA PLATA,ES CON VOS ES CON NOSOTROS,1250.0,0.31
LA PLATA,POLITICA OBRERA,1051.0,0.26
LA PLATA,CONSTRUYENDO PORVENIR,853.0,0.21
LA PLATA,PARTIDO TIEMPO DE TODOS,735.0,0.18
LANUS,FUERZA PATRIA,119952.0,49.51
LANUS,LA LIBERTAD AVANZA,77705.0,32.07
LANUS,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,15054.0,6.21
LANUS,NUEVOS AIRES,8924.0,3.68
LANUS,SOMOS BUENOS AIRES,6921.0,2.85
LANUS,UNION Y LIBERTAD,3114.0,1.28
LANUS,POTENCIA,2295.0,0.94
LANUS,CONSTRUYENDO PORVENIR,1902.0,0.78
LANUS,MOVIMIENTO AVANZADA SOCIALISTA,1454.0,0.6
LANUS,POLITICA OBRERA,1396.0,0.57
LANUS,UNION LIBERAL,1297.0,0.53
LANUS,PARTIDO TIEMPO DE TODOS,816.0,0.33
LANUS,FRENTE PATRIOTA FEDERAL,742.0,0.3
LANUS,VALORES REPUBLICANOS,664.0,0.27
LANUS,PARTIDO LIBERTARIO,21.0,0.01
LANUS,ES CON VOS ES CON NOSOTROS,6.0,0.01
LAPRIDA,FUERZA PATRIA,2767.0,45.43
LAPRIDA,LA LIBERTAD AVANZA,2108.0,34.61
LAPRIDA,SOMOS BUENOS AIRES,1001.0,16.43
LAPRIDA,POTENCIA,118.0,1.93
LAPRIDA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,26.0,0.42
LAPRIDA,UNION Y LIBERTAD,16.0,0.26
LAPRIDA,MOVIMIENTO AVANZADA SOCIALISTA,12.0,0.19
LAPRIDA,VALORES REPUBLICANOS,12.0,0.19
LAPRIDA,PARTIDO TIEMPO DE TODOS,10.0,0.16
LAPRIDA,CONSTRUYENDO PORVENIR,8.0,0.13
LAPRIDA,POLITICA OBRERA,6.0,0.09
LAPRIDA,FRENTE PATRIOTA FEDERAL,4.0,0.06
LAPRIDA,UNION LIBERAL,2.0,0.03
LAPRIDA,ES CON VOS ES CON NOSOTROS,0.0,0.0
LAPRIDA,PARTIDO LIBERTARIO,0.0,0.0
LOBOS,FUERZA PATRIA,8073.0,42.25
LOBOS,LA LIBERTAD AVANZA,7650.0,40.03
LOBOS,SOMOS BUENOS AIRES,2006.0,10.49
LOBOS,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,490.0,2.56
LOBOS,NUEVOS AIRES,287.0,1.5
LOBOS,PARTIDO LIBERTARIO,163.0,0.85
LOBOS,POTENCIA,126.0,0.65
LOBOS,UNION Y LIBERTAD,90.0,0.47
LOBOS,UNION LIBERAL,49.0,0.25
LOBOS,MOVIMIENTO AVANZADA SOCIALISTA,48.0,0.25
LOBOS,FRENTE PATRIOTA FEDERAL,32.0,0.16
LOBOS,POLITICA OBRERA,31.0,0.16
LOBOS,CONSTRUYENDO PORVENIR,20.0,0.1
LOBOS,VALORES REPUBLICANOS,19.0,0.09
LOBOS,PARTIDO TIEMPO DE TODOS,17.0,0.08
LOBOS,ES CON VOS ES CON NOSOTROS,6.0,0.03
LOMAS DE ZAMORA,FUERZA PATRIA,198091.0,56.09
LOMAS DE ZAMORA,LA LIBERTAD AVANZA,97761.0,27.68
LOMAS DE ZAMORA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,17413.0,4.93
LOMAS DE ZAMORA,NUEVOS AIRES,11142.0,3.15
LOMAS DE ZAMORA,PARTIDO LIBERTARIO,7072.0,2.0
LOMAS DE ZAMORA,SOMOS BUENOS AIRES,6118.0,1.73
LOMAS DE ZAMORA,UNION Y LIBERTAD,4088.0,1.15
LOMAS DE ZAMORA,POTENCIA,2060.0,0.58
LOMAS DE ZAMORA,MOVIMIENTO AVANZADA SOCIALISTA,1994.0,0.56
LOMAS DE ZAMORA,UNION LIBERAL,1809.0,0.51
LOMAS DE ZAMORA,POLITICA OBRERA,1696.0,0.48
LOMAS DE ZAMORA,VALORES REPUBLICANOS,1081.0,0.3
LOMAS DE ZAMORA,FRENTE PATRIOTA FEDERAL,979.0,0.27
LOMAS DE ZAMORA,CONSTRUYENDO PORVENIR,899.0,0.25
LOMAS DE ZAMORA,PARTIDO TIEMPO DE TODOS,857.0,0.24
LOMAS DE ZAMORA,ES CON VOS ES CON NOSOTROS,88.0,0.02
MAGDALENA,FUERZA PATRIA,3157.0,34.94
MAGDALENA,LA LIBERTAD AVANZA,2659.0,29.43
MAGDALENA,SOMOS BUENOS AIRES,2638.0,29.2
MAGDALENA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,131.0,1.45
MAGDALENA,NUEVOS AIRES,120.0,1.32
MAGDALENA,PARTIDO LIBERTARIO,87.0,0.96
MAGDALENA,POTENCIA,43.0,0.47
MAGDALENA,MOVIMIENTO AVANZADA SOCIALISTA,39.0,0.43
MAGDALENA,UNION Y LIBERTAD,38.0,0.42
MAGDALENA,UNION LIBERAL,33.0,0.36
MAGDALENA,VALORES REPUBLICANOS,23.0,0.25
MAGDALENA,POLITICA OBRERA,21.0,0.23
MAGDALENA,CONSTRUYENDO PORVENIR,16.0,0.17
MAGDALENA,FRENTE PATRIOTA FEDERAL,14.0,0.15
MAGDALENA,PARTIDO TIEMPO DE TODOS,14.0,0.15
MAGDALENA,ES CON VOS ES CON NOSOTROS,0.0,0.0
MONTE HERMOSO,FUERZA PATRIA,3375.0,58.0
MONTE HERMOSO,LA LIBERTAD AVANZA,1480.0,25.43
MONTE HERMOSO,SOMOS BUENOS AIRES,859.0,14.76
MONTE HERMOSO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,46.0,0.79
MONTE HERMOSO,UNION Y LIBERTAD,16.0,0.27
MONTE HERMOSO,MOVIMIENTO AVANZADA SOCIALISTA,14.0,0.24
MONTE HERMOSO,POLITICA OBRERA,8.0,0.13
MONTE HERMOSO,POTENCIA,6.0,0.1
MONTE HERMOSO,PARTIDO TIEMPO DE TODOS,4.0,0.06
MONTE HERMOSO,VALORES REPUBLICANOS,4.0,0.06
MONTE HERMOSO,CONSTRUYENDO PORVENIR,3.0,0.05
MONTE HERMOSO,FRENTE PATRIOTA FEDERAL,2.0,0.03
MONTE HERMOSO,UNION LIBERAL,1.0,0.01
MONTE HERMOSO,ES CON VOS ES CON NOSOTROS,0.0,0.0
MONTE HERMOSO,PARTIDO LIBERTARIO,0.0,0.0
PATAGONES,FUERZA PATRIA,5997.0,40.48
PATAGONES,LA LIBERTAD AVANZA,5126.0,34.6
PATAGONES,SOMOS BUENOS AIRES,1991.0,13.44
PATAGONES,UNION Y LIBERTAD,684.0,4.61
PATAGONES,UNION LIBERAL,320.0,2.16
PATAGONES,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,222.0,1.49
PATAGONES,POTENCIA,98.0,0.66
PATAGONES,VALORES REPUBLICANOS,94.0,0.63
PATAGONES,MOVIMIENTO AVANZADA SOCIALISTA,78.0,0.52
PATAGONES,FRENTE PATRIOTA FEDERAL,70.0,0.47
PATAGONES,PARTIDO TIEMPO DE TODOS,58.0,0.39
PATAGONES,CONSTRUYENDO PORVENIR,36.0,0.24
PATAGONES,POLITICA OBRERA,35.0,0.23
PATAGONES,PARTIDO LIBERTARIO,3.0,0.02
PATAGONES,ES CON VOS ES CON NOSOTROS,1.0,0.01
PELLEGRINI,FUERZA PATRIA,1263.0,37.55
PELLEGRINI,SOMOS BUENOS AIRES,1040.0,30.92
PELLEGRINI,LA LIBERTAD AVANZA,1022.0,30.38
PELLEGRINI,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,11.0,0.32
PELLEGRINI,CONSTRUYENDO PORVENIR,6.0,0.17
PELLEGRINI,UNION Y LIBERTAD,6.0,0.17
PELLEGRINI,PARTIDO TIEMPO DE TODOS,5.0,0.14
PELLEGRINI,POTENCIA,4.0,0.11
PELLEGRINI,FRENTE PATRIOTA FEDERAL,2.0,0.05
PELLEGRINI,VALORES REPUBLICANOS,2.0,0.05
PELLEGRINI,MOVIMIENTO AVANZADA SOCIALISTA,1.0,0.02
PELLEGRINI,POLITICA OBRERA,1.0,0.02
PELLEGRINI,ES CON VOS ES CON NOSOTROS,0.0,0.0
PELLEGRINI,PARTIDO LIBERTARIO,0.0,0.0
PELLEGRINI,UNION LIBERAL,0.0,0.0
PERGAMINO,FUERZA PATRIA,17178.0,32.44
PERGAMINO,ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL,15405.0,29.09
PERGAMINO,LA LIBERTAD AVANZA,14990.0,28.3
PERGAMINO,PARTIDO LIBERTARIO,972.0,1.83
PERGAMINO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,909.0,1.71
PERGAMINO,UNION LIBERAL,768.0,1.45
PERGAMINO,POTENCIA,743.0,1.4
PERGAMINO,POLITICA OBRERA,480.0,0.9
PERGAMINO,UNION Y LIBERTAD,378.0,0.71
PERGAMINO,MOVIMIENTO AVANZADA SOCIALISTA,314.0,0.59
PERGAMINO,ES CON VOS ES CON NOSOTROS,296.0,0.55
PERGAMINO,VALORES REPUBLICANOS,168.0,0.31
PERGAMINO,CONSTRUYENDO PORVENIR,133.0,0.25
PERGAMINO,FRENTE PATRIOTA FEDERAL,121.0,0.22
PERGAMINO,PARTIDO TIEMPO DE TODOS,98.0,0.18
PRESIDENTE PERON,FUERZA PATRIA,19021.0,45.71
PRESIDENTE PERON,LA LIBERTAD AVANZA,11011.0,26.46
PRESIDENTE PERON,SOMOS BUENOS AIRES,3986.0,9.58
PRESIDENTE PERON,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,2583.0,6.2
PRESIDENTE PERON,NUEVOS AIRES,1349.0,3.24
PRESIDENTE PERON,UNION Y LIBERTAD,861.0,2.06
PRESIDENTE PERON,CONSTRUYENDO PORVENIR,588.0,1.41
PRESIDENTE PERON,VALORES REPUBLICANOS,412.0,0.99
PRESIDENTE PERON,POTENCIA,402.0,0.96
PRESIDENTE PERON,PARTIDO TIEMPO DE TODOS,312.0,0.74
PRESIDENTE PERON,POLITICA OBRERA,303.0,0.72
PRESIDENTE PERON,UNION LIBERAL,285.0,0.68
PRESIDENTE PERON,MOVIMIENTO AVANZADA SOCIALISTA,263.0,0.63
PRESIDENTE PERON,FRENTE PATRIOTA FEDERAL,219.0,0.52
PRESIDENTE PERON,ES CON VOS ES CON NOSOTROS,6.0,0.01
PRESIDENTE PERON,PARTIDO LIBERTARIO,3.0,0.01
PUAN,LA LIBERTAD AVANZA,3550.0,43.73
PUAN,POTENCIA,2300.0,28.33
PUAN,FUERZA PATRIA,1741.0,21.44
PUAN,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,177.0,2.18
PUAN,UNION Y LIBERTAD,103.0,1.26
PUAN,SOMOS BUENOS AIRES,100.0,1.23
PUAN,VALORES REPUBLICANOS,38.0,0.46
PUAN,MOVIMIENTO AVANZADA SOCIALISTA,25.0,0.3
PUAN,FRENTE PATRIOTA FEDERAL,22.0,0.27
PUAN,PARTIDO TIEMPO DE TODOS,21.0,0.25
PUAN,CONSTRUYENDO PORVENIR,20.0,0.24
PUAN,POLITICA OBRERA,20.0,0.24
PUAN,ES CON VOS ES CON NOSOTROS,0.0,0.0
PUAN,PARTIDO LIBERTARIO,0.0,0.0
PUAN,UNION LIBERAL,0.0,0.0
PUNTA INDIO,FUERZA PATRIA,2521.0,38.79
PUNTA INDIO,LA LIBERTAD AVANZA,1924.0,29.6
PUNTA INDIO,SOMOS BUENOS AIRES,1336.0,20.56
PUNTA INDIO,UNION Y LIBERTAD,311.0,4.78
PUNTA INDIO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,135.0,2.07
PUNTA INDIO,NUEVOS AIRES,81.0,1.24
PUNTA INDIO,POTENCIA,51.0,0.78
PUNTA INDIO,UNION LIBERAL,32.0,0.49
PUNTA INDIO,MOVIMIENTO AVANZADA SOCIALISTA,28.0,0.43
PUNTA INDIO,POLITICA OBRERA,22.0,0.33
PUNTA INDIO,VALORES REPUBLICANOS,20.0,0.3
PUNTA INDIO,CONSTRUYENDO PORVENIR,14.0,0.21
PUNTA INDIO,PARTIDO TIEMPO DE TODOS,13.0,0.2
PUNTA INDIO,FRENTE PATRIOTA FEDERAL,10.0,0.15
PUNTA INDIO,ES CON VOS ES CON NOSOTROS,0.0,0.0
PUNTA INDIO,PARTIDO LIBERTARIO,0.0,0.0
QUILMES,FUERZA PATRIA,152913.0,48.46
QUILMES,LA LIBERTAD AVANZA,98637.0,31.26
QUILMES,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,19825.0,6.28
QUILMES,NUEVOS AIRES,12761.0,4.04
QUILMES,SOMOS BUENOS AIRES,9737.0,3.08
QUILMES,UNION Y LIBERTAD,5432.0,1.72
QUILMES,POTENCIA,2806.0,0.88
QUILMES,POLITICA OBRERA,2362.0,0.74
QUILMES,MOVIMIENTO AVANZADA SOCIALISTA,2302.0,0.72
QUILMES,UNION LIBERAL,2132.0,0.67
QUILMES,VALORES REPUBLICANOS,1937.0,0.61
QUILMES,FRENTE PATRIOTA FEDERAL,1333.0,0.42
QUILMES,CONSTRUYENDO PORVENIR,1174.0,0.37
QUILMES,PARTIDO TIEMPO DE TODOS,1133.0,0.35
QUILMES,PARTIDO LIBERTARIO,668.0,0.21
QUILMES,ES CON VOS ES CON NOSOTROS,332.0,0.1
RAMALLO,FUERZA PATRIA,8549.0,44.66
RAMALLO,ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL,6305.0,32.94
RAMALLO,LA LIBERTAD AVANZA,2939.0,15.35
RAMALLO,POTENCIA,478.0,2.49
RAMALLO,PARTIDO LIBERTARIO,325.0,1.69
RAMALLO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,142.0,0.74
RAMALLO,UNION Y LIBERTAD,110.0,0.57
RAMALLO,MOVIMIENTO AVANZADA SOCIALISTA,63.0,0.32
RAMALLO,VALORES REPUBLICANOS,56.0,0.29
RAMALLO,POLITICA OBRERA,55.0,0.28
RAMALLO,ES CON VOS ES CON NOSOTROS,43.0,0.22
RAMALLO,CONSTRUYENDO PORVENIR,39.0,0.2
RAMALLO,FRENTE PATRIOTA FEDERAL,19.0,0.09
RAMALLO,PARTIDO TIEMPO DE TODOS,16.0,0.08
RAMALLO,UNION LIBERAL,1.0,0.01
ROJAS,LA LIBERTAD AVANZA,4068.0,32.99
ROJAS,ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL,3677.0,29.81
ROJAS,FUERZA PATRIA,3125.0,25.34
ROJAS,POTENCIA,642.0,5.2
ROJAS,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,189.0,1.53
ROJAS,UNION Y LIBERTAD,168.0,1.36
ROJAS,MOVIMIENTO AVANZADA SOCIALISTA,139.0,1.12
ROJAS,POLITICA OBRERA,99.0,0.8
ROJAS,CONSTRUYENDO PORVENIR,48.0,0.38
ROJAS,ES CON VOS ES CON NOSOTROS,48.0,0.38
ROJAS,VALORES REPUBLICANOS,44.0,0.35
ROJAS,FRENTE PATRIOTA FEDERAL,39.0,0.31
ROJAS,PARTIDO TIEMPO DE TODOS,38.0,0.3
ROJAS,UNION LIBERAL,7.0,0.05
ROJAS,PARTIDO LIBERTARIO,0.0,0.0
SAAVEDRA,LA LIBERTAD AVANZA,3808.0,40.8
SAAVEDRA,FUERZA PATRIA,2464.0,26.4
SAAVEDRA,SOMOS BUENOS AIRES,1670.0,17.89
SAAVEDRA,POTENCIA,714.0,7.65
SAAVEDRA,UNION Y LIBERTAD,299.0,3.2
SAAVEDRA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,139.0,1.48
SAAVEDRA,VALORES REPUBLICANOS,76.0,0.81
SAAVEDRA,MOVIMIENTO AVANZADA SOCIALISTA,62.0,0.66
SAAVEDRA,FRENTE PATRIOTA FEDERAL,32.0,0.34
SAAVEDRA,POLITICA OBRERA,30.0,0.32
SAAVEDRA,CONSTRUYENDO PORVENIR,20.0,0.21
SAAVEDRA,PARTIDO TIEMPO DE TODOS,19.0,0.2
SAAVEDRA,ES CON VOS ES CON NOSOTROS,0.0,0.0
SAAVEDRA,PARTIDO LIBERTARIO,0.0,0.0
SAAVEDRA,UNION LIBERAL,0.0,0.0
SALLIQUELO,FUERZA PATRIA,2368.0,49.53
SALLIQUELO,LA LIBERTAD AVANZA,1276.0,26.69
SALLIQUELO,SOMOS BUENOS AIRES,1025.0,21.44
SALLIQUELO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,24.0,0.5
SALLIQUELO,UNION Y LIBERTAD,24.0,0.5
SALLIQUELO,VALORES REPUBLICANOS,14.0,0.29
SALLIQUELO,POTENCIA,12.0,0.25
SALLIQUELO,FRENTE PATRIOTA FEDERAL,11.0,0.23
SALLIQUELO,PARTIDO TIEMPO DE TODOS,8.0,0.16
SALLIQUELO,POLITICA OBRERA,7.0,0.14
SALLIQUELO,MOVIMIENTO AVANZADA SOCIALISTA,6.0,0.12
SALLIQUELO,CONSTRUYENDO PORVENIR,5.0,0.1
SALLIQUELO,ES CON VOS ES CON NOSOTROS,0.0,0.0
SALLIQUELO,PARTIDO LIBERTARIO,0.0,0.0
SALLIQUELO,UNION LIBERAL,0.0,0.0
SALTO,FUERZA PATRIA,7873.0,44.62
SALTO,LA LIBERTAD AVANZA,6187.0,35.07
SALTO,ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL,2017.0,11.43
SALTO,POTENCIA,546.0,3.09
SALTO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,238.0,1.34
SALTO,UNION Y LIBERTAD,177.0,1.0
SALTO,UNION LIBERAL,116.0,0.65
SALTO,POLITICA OBRERA,113.0,0.64
SALTO,MOVIMIENTO AVANZADA SOCIALISTA,105.0,0.59
SALTO,VALORES REPUBLICANOS,83.0,0.47
SALTO,ES CON VOS ES CON NOSOTROS,51.0,0.28
SALTO,CONSTRUYENDO PORVENIR,48.0,0.27
SALTO,FRENTE PATRIOTA FEDERAL,43.0,0.24
SALTO,PARTIDO TIEMPO DE TODOS,32.0,0.18
SALTO,PARTIDO LIBERTARIO,12.0,0.06
SAN ANDRES DE GILES,FUERZA PATRIA,5582.0,42.82
SAN ANDRES DE GILES,LA LIBERTAD AVANZA,5403.0,41.44
SAN ANDRES DE GILES,ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL,1218.0,9.34
SAN ANDRES DE GILES,UNION Y LIBERTAD,191.0,1.46
SAN ANDRES DE GILES,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,162.0,1.24
SAN ANDRES DE GILES,POTENCIA,103.0,0.79
SAN ANDRES DE GILES,MOVIMIENTO AVANZADA SOCIALISTA,101.0,0.77
SAN ANDRES DE GILES,POLITICA OBRERA,74.0,0.56
SAN ANDRES DE GILES,CONSTRUYENDO PORVENIR,52.0,0.39
SAN ANDRES DE GILES,VALORES REPUBLICANOS,49.0,0.37
SAN ANDRES DE GILES,ES CON VOS ES CON NOSOTROS,40.0,0.3
SAN ANDRES DE GILES,FRENTE PATRIOTA FEDERAL,31.0,0.23
SAN ANDRES DE GILES,PARTIDO TIEMPO DE TODOS,26.0,0.19
SAN ANDRES DE GILES,PARTIDO LIBERTARIO,3.0,0.02
SAN ANDRES DE GILES,UNION LIBERAL,0.0,0.0
SAN ANTONIO DE ARECO,LA LIBERTAD AVANZA,4923.0,36.9
SAN ANTONIO DE ARECO,FUERZA PATRIA,4198.0,31.47
SAN ANTONIO DE ARECO,ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL,2328.0,17.45
SAN ANTONIO DE ARECO,POTENCIA,720.0,5.39
SAN ANTONIO DE ARECO,PARTIDO LIBERTARIO,431.0,3.23
SAN ANTONIO DE ARECO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,390.0,2.92
SAN ANTONIO DE ARECO,UNION Y LIBERTAD,90.0,0.67
SAN ANTONIO DE ARECO,MOVIMIENTO AVANZADA SOCIALISTA,71.0,0.53
SAN ANTONIO DE ARECO,POLITICA OBRERA,54.0,0.4
SAN ANTONIO DE ARECO,VALORES REPUBLICANOS,43.0,0.32
SAN ANTONIO DE ARECO,ES CON VOS ES CON NOSOTROS,29.0,0.21
SAN ANTONIO DE ARECO,FRENTE PATRIOTA FEDERAL,26.0,0.19
SAN ANTONIO DE ARECO,CONSTRUYENDO PORVENIR,21.0,0.15
SAN ANTONIO DE ARECO,PARTIDO TIEMPO DE TODOS,13.0,0.09
SAN ANTONIO DE ARECO,UNION LIBERAL,1.0,0.01
SAN NICOLAS,ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL,41714.0,50.51
SAN NICOLAS,FUERZA PATRIA,19511.0,23.62
SAN NICOLAS,LA LIBERTAD AVANZA,14562.0,17.63
SAN NICOLAS,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1792.0,2.17
SAN NICOLAS,POTENCIA,1255.0,1.51
SAN NICOLAS,UNION LIBERAL,779.0,0.94
SAN NICOLAS,PARTIDO LIBERTARIO,611.0,0.73
SAN NICOLAS,UNION Y LIBERTAD,492.0,0.59
SAN NICOLAS,MOVIMIENTO AVANZADA SOCIALISTA,389.0,0.47
SAN NICOLAS,POLITICA OBRERA,335.0,0.4
SAN NICOLAS,FRENTE PATRIOTA FEDERAL,291.0,0.35
SAN NICOLAS,VALORES REPUBLICANOS,254.0,0.3
SAN NICOLAS,ES CON VOS ES CON NOSOTROS,214.0,0.25
SAN NICOLAS,CONSTRUYENDO PORVENIR,202.0,0.24
SAN NICOLAS,PARTIDO TIEMPO DE TODOS,177.0,0.21
SAN PEDRO,LA LIBERTAD AVANZA,13527.0,44.26
SAN PEDRO,FUERZA PATRIA,10284.0,33.65
SAN PEDRO,ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL,3945.0,12.9
SAN PEDRO,POTENCIA,868.0,2.84
SAN PEDRO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,379.0,1.24
SAN PEDRO,POLITICA OBRERA,339.0,1.1
SAN PEDRO,PARTIDO LIBERTARIO,271.0,0.88
SAN PEDRO,UNION LIBERAL,255.0,0.83
SAN PEDRO,UNION Y LIBERTAD,172.0,0.56
SAN PEDRO,MOVIMIENTO AVANZADA SOCIALISTA,145.0,0.47
SAN PEDRO,VALORES REPUBLICANOS,95.0,0.31
SAN PEDRO,ES CON VOS ES CON NOSOTROS,87.0,0.28
SAN PEDRO,CONSTRUYENDO PORVENIR,74.0,0.24
SAN PEDRO,PARTIDO TIEMPO DE TODOS,65.0,0.21
SAN PEDRO,FRENTE PATRIOTA FEDERAL,52.0,0.17
SAN VICENTE,FUERZA PATRIA,27026.0,63.08
SAN VICENTE,LA LIBERTAD AVANZA,10227.0,23.87
SAN VICENTE,SOMOS BUENOS AIRES,1686.0,3.93
SAN VICENTE,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1064.0,2.48
SAN VICENTE,NUEVOS AIRES,769.0,1.79
SAN VICENTE,POTENCIA,498.0,1.16
SAN VICENTE,UNION LIBERAL,363.0,0.84
SAN VICENTE,UNION Y LIBERTAD,322.0,0.75
SAN VICENTE,PARTIDO LIBERTARIO,279.0,0.65
SAN VICENTE,VALORES REPUBLICANOS,146.0,0.34
SAN VICENTE,MOVIMIENTO AVANZADA SOCIALISTA,135.0,0.31
SAN VICENTE,POLITICA OBRERA,128.0,0.29
SAN VICENTE,FRENTE PATRIOTA FEDERAL,77.0,0.17
SAN VICENTE,PARTIDO TIEMPO DE TODOS,66.0,0.15
SAN VICENTE,CONSTRUYENDO PORVENIR,55.0,0.12
SAN VICENTE,ES CON VOS ES CON NOSOTROS,0.0,0.0
TORNQUIST,FUERZA PATRIA,3938.0,42.78
TORNQUIST,LA LIBERTAD AVANZA,3411.0,37.05
TORNQUIST,SOMOS BUENOS AIRES,1260.0,13.68
TORNQUIST,UNION Y LIBERTAD,278.0,3.02
TORNQUIST,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,136.0,1.47
TORNQUIST,POTENCIA,48.0,0.52
TORNQUIST,VALORES REPUBLICANOS,31.0,0.33
TORNQUIST,MOVIMIENTO AVANZADA SOCIALISTA,24.0,0.26
TORNQUIST,CONSTRUYENDO PORVENIR,22.0,0.23
TORNQUIST,PARTIDO TIEMPO DE TODOS,22.0,0.23
TORNQUIST,POLITICA OBRERA,17.0,0.18
TORNQUIST,FRENTE PATRIOTA FEDERAL,14.0,0.15
TORNQUIST,ES CON VOS ES CON NOSOTROS,1.0,0.01
TORNQUIST,PARTIDO LIBERTARIO,1.0,0.01
TORNQUIST,UNION LIBERAL,1.0,0.01
TRES ARROYOS,FUERZA PATRIA,12459.0,48.46
